Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,SeasonStart,ScoreDetail,Match
2024-10-29,Örebro HK,Leksands IF,3,0,2024-25,2024,"(0-0, 2-0, 1-0)",Örebro HK - Leksands IF
2024-10-29,Frölunda HC,Skellefteå AIK,4,2,2024-25,2024,"(2-2, 0-0, 2-0)",Frölunda HC - Skellefteå AIK
2024-10-29,Växjö Lakers HC,Rögle BK,3,1,2024-25,2024,"(0-0, 0-0, 3-1)",Växjö Lakers HC - Rögle BK
2024-10-29,IF Malmö Redhawks,Brynäs IF,3,4,2024-25,2024,"(1-1, 0-2, 2-1)",IF Malmö Redhawks - Brynäs IF
2024-10-31,Skellefteå AIK,Örebro HK,1,3,2024-25,2024,"(0-0, 1-2, 0-1)",Skellefteå AIK - Örebro HK
2024-10-31,Färjestad BK,Luleå HF,3,4,2024-25,2024,"(1-1, 2-0, 0-2, 0-1)",Färjestad BK - Luleå HF
2024-10-31,Linköping HC,IF Malmö Redhawks,3,0,2024-25,2024,"(0-0, 0-0, 3-0)",Linköping HC - IF Malmö Redhawks
2024-10-31,Frölunda HC,Timrå IK,2,1,2024-25,2024,"(1-0, 1-1, 0-0)",Frölunda HC - Timrå IK
2024-10-31,HV 71,Leksands IF,5,4,2024-25,2024,"(1-1, 1-3, 2-0, 0-0, 1-0)",HV 71 - Leksands IF
2024-10-31,Brynäs IF,Växjö Lakers HC,4,3,2024-25,2024,"(0-0, 2-1, 1-2, 1-0)",Brynäs IF - Växjö Lakers HC
2024-10-31,Rögle BK,MoDo Hockey,4,3,2024-25,2024,"(0-2, 2-1, 1-0, 1-0)",Rögle BK - MoDo Hockey
2024-11-02,Luleå HF,Linköping HC,5,2,2024-25,2024,"(1-1, 2-0, 2-1)",Luleå HF - Linköping HC
2024-11-02,Frölunda HC,Brynäs IF,5,2,2024-25,2024,"(1-1, 0-0, 4-1)",Frölunda HC - Brynäs IF
2024-11-02,Rögle BK,Färjestad BK,5,2,2024-25,2024,"(3-1, 1-1, 1-0)",Rögle BK - Färjestad BK
2024-11-02,IF Malmö Redhawks,MoDo Hockey,3,0,2024-25,2024,"(2-0, 1-0, 0-0)",IF Malmö Redhawks - MoDo Hockey
2024-11-02,Leksands IF,Skellefteå AIK,4,3,2024-25,2024,"(1-1, 1-2, 1-0, 0-0, 1-0)",Leksands IF - Skellefteå AIK
2024-11-02,Örebro HK,Timrå IK,2,3,2024-25,2024,"(0-2, 0-1, 2-0)",Örebro HK - Timrå IK
2024-11-02,HV 71,Växjö Lakers HC,3,5,2024-25,2024,"(1-1, 1-2, 1-2)",HV 71 - Växjö Lakers HC
2024-11-14,Skellefteå AIK,IF Malmö Redhawks,3,7,2024-25,2024,"(3-3, 0-3, 0-1)",Skellefteå AIK - IF Malmö Redhawks
2024-11-14,MoDo Hockey,Färjestad BK,4,5,2024-25,2024,"(2-0, 2-2, 0-2, 0-1)",MoDo Hockey - Färjestad BK
2024-11-14,Timrå IK,HV 71,3,2,2024-25,2024,"(0-0, 1-0, 1-2, 1-0)",Timrå IK - HV 71
2024-11-14,Leksands IF,Frölunda HC,1,0,2024-25,2024,"(0-0, 1-0, 0-0)",Leksands IF - Frölunda HC
2024-11-14,Örebro HK,Rögle BK,4,5,2024-25,2024,"(0-0, 4-3, 0-1, 0-1)",Örebro HK - Rögle BK
2024-11-14,Brynäs IF,Linköping HC,5,2,2024-25,2024,"(1-1, 2-0, 2-1)",Brynäs IF - Linköping HC
2024-11-14,Växjö Lakers HC,Luleå HF,5,2,2024-25,2024,"(2-1, 1-1, 2-0)",Växjö Lakers HC - Luleå HF
2024-11-16,Linköping HC,Växjö Lakers HC,4,1,2024-25,2024,"(1-0, 2-1, 1-0)",Linköping HC - Växjö Lakers HC
2024-11-16,Frölunda HC,MoDo Hockey,0,3,2024-25,2024,"(0-0, 0-0, 0-3)",Frölunda HC - MoDo Hockey
2024-11-16,Brynäs IF,Luleå HF,3,4,2024-25,2024,"(1-1, 1-2, 1-1)",Brynäs IF - Luleå HF
2024-11-16,IF Malmö Redhawks,Rögle BK,4,3,2024-25,2024,"(1-2, 1-0, 1-1, 0-0, 1-0)",IF Malmö Redhawks - Rögle BK
2024-11-16,Skellefteå AIK,HV 71,4,3,2024-25,2024,"(3-1, 1-1, 0-1)",Skellefteå AIK - HV 71
2024-11-16,Timrå IK,Leksands IF,3,2,2024-25,2024,"(1-1, 0-0, 1-1, 0-0, 1-0)",Timrå IK - Leksands IF
2024-11-16,Färjestad BK,Örebro HK,2,3,2024-25,2024,"(1-0, 0-2, 1-1)",Färjestad BK - Örebro HK
2024-11-18,Luleå HF,HV 71,6,2,2024-25,2024,"(3-0, 1-2, 2-0)",Luleå HF - HV 71
2024-11-21,Luleå HF,IF Malmö Redhawks,5,2,2024-25,2024,"(1-0, 3-1, 1-1)",Luleå HF - IF Malmö Redhawks
2024-11-21,MoDo Hockey,Örebro HK,2,7,2024-25,2024,"(0-1, 1-2, 1-4)",MoDo Hockey - Örebro HK
2024-11-21,Linköping HC,Leksands IF,4,2,2024-25,2024,"(1-0, 1-0, 2-2)",Linköping HC - Leksands IF
2024-11-21,Frölunda HC,Färjestad BK,2,5,2024-25,2024,"(2-1, 0-3, 0-1)",Frölunda HC - Färjestad BK
2024-11-21,HV 71,Brynäs IF,1,6,2024-25,2024,"(1-3, 0-3, 0-0)",HV 71 - Brynäs IF
2024-11-21,Växjö Lakers HC,Skellefteå AIK,2,5,2024-25,2024,"(0-0, 2-3, 0-2)",Växjö Lakers HC - Skellefteå AIK
2024-11-21,Rögle BK,Timrå IK,2,4,2024-25,2024,"(1-1, 0-1, 1-2)",Rögle BK - Timrå IK
2024-11-23,Leksands IF,Luleå HF,2,1,2024-25,2024,"(0-0, 0-0, 2-1)",Leksands IF - Luleå HF
2024-11-23,Färjestad BK,HV 71,7,2,2024-25,2024,"(4-0, 0-1, 3-1)",Färjestad BK - HV 71
2024-11-23,Frölunda HC,Rögle BK,1,0,2024-25,2024,"(1-0, 0-0, 0-0)",Frölunda HC - Rögle BK
2024-11-23,Brynäs IF,Skellefteå AIK,4,0,2024-25,2024,"(0-0, 1-0, 3-0)",Brynäs IF - Skellefteå AIK
2024-11-23,Örebro HK,Linköping HC,6,2,2024-25,2024,"(3-0, 1-1, 2-1)",Örebro HK - Linköping HC
2024-11-23,Växjö Lakers HC,MoDo Hockey,1,2,2024-25,2024,"(1-0, 0-2, 0-0)",Växjö Lakers HC - MoDo Hockey
2024-11-23,IF Malmö Redhawks,Timrå IK,0,3,2024-25,2024,"(0-0, 0-1, 0-2)",IF Malmö Redhawks - Timrå IK
2024-11-26,Skellefteå AIK,Luleå HF,1,3,2024-25,2024,"(0-1, 1-1, 0-1)",Skellefteå AIK - Luleå HF
2024-11-26,Timrå IK,Linköping HC,1,6,2024-25,2024,"(1-3, 0-3, 0-0)",Timrå IK - Linköping HC
2024-11-26,Leksands IF,MoDo Hockey,2,3,2024-25,2024,"(0-1, 0-0, 2-1, 0-1)",Leksands IF - MoDo Hockey
2024-11-26,Färjestad BK,Växjö Lakers HC,4,0,2024-25,2024,"(0-0, 2-0, 2-0)",Färjestad BK - Växjö Lakers HC
2024-11-26,HV 71,Örebro HK,3,2,2024-25,2024,"(0-0, 0-2, 2-0, 1-0)",HV 71 - Örebro HK
2024-11-26,Rögle BK,Brynäs IF,2,5,2024-25,2024,"(1-0, 1-0, 0-5)",Rögle BK - Brynäs IF
2024-11-26,IF Malmö Redhawks,Frölunda HC,3,1,2024-25,2024,"(1-1, 1-0, 1-0)",IF Malmö Redhawks - Frölunda HC
2024-11-28,Luleå HF,Rögle BK,4,5,2024-25,2024,"(1-1, 1-3, 2-1)",Luleå HF - Rögle BK
2024-11-28,MoDo Hockey,HV 71,2,4,2024-25,2024,"(0-1, 2-1, 0-2)",MoDo Hockey - HV 71
2024-11-28,Leksands IF,Brynäs IF,1,4,2024-25,2024,"(0-0, 1-2, 0-2)",Leksands IF - Brynäs IF
2024-11-28,Örebro HK,Frölunda HC,2,3,2024-25,2024,"(0-0, 2-0, 0-2, 0-1)",Örebro HK - Frölunda HC
2024-11-28,Växjö Lakers HC,Timrå IK,0,2,2024-25,2024,"(0-1, 0-1, 0-0)",Växjö Lakers HC - Timrå IK
2024-11-28,IF Malmö Redhawks,Färjestad BK,2,4,2024-25,2024,"(1-2, 1-2, 0-0)",IF Malmö Redhawks - Färjestad BK
2024-11-30,Skellefteå AIK,Rögle BK,0,2,2024-25,2024,"(0-0, 0-1, 0-1)",Skellefteå AIK - Rögle BK
2024-11-30,MoDo Hockey,Timrå IK,4,2,2024-25,2024,"(1-1, 2-1, 1-0)",MoDo Hockey - Timrå IK
2024-11-30,Brynäs IF,Örebro HK,5,2,2024-25,2024,"(0-1, 1-0, 4-1)",Brynäs IF - Örebro HK
2024-11-30,Luleå HF,Frölunda HC,1,3,2024-25,2024,"(0-0, 1-0, 0-3)",Luleå HF - Frölunda HC
2024-11-30,Leksands IF,Färjestad BK,3,4,2024-25,2024,"(2-0, 1-1, 0-2, 0-0, 0-1)",Leksands IF - Färjestad BK
2024-11-30,HV 71,Linköping HC,2,1,2024-25,2024,"(0-0, 1-1, 0-0, 1-0)",HV 71 - Linköping HC
2024-11-30,Växjö Lakers HC,IF Malmö Redhawks,3,1,2024-25,2024,"(0-0, 3-0, 0-1)",Växjö Lakers HC - IF Malmö Redhawks
2024-12-05,Skellefteå AIK,MoDo Hockey,5,4,2024-25,2024,"(1-0, 2-1, 2-3)",Skellefteå AIK - MoDo Hockey
2024-12-05,Timrå IK,Brynäs IF,5,4,2024-25,2024,"(2-2, 2-0, 0-2, 1-0)",Timrå IK - Brynäs IF
2024-12-05,Färjestad BK,Linköping HC,2,1,2024-25,2024,"(1-0, 1-0, 0-1)",Färjestad BK - Linköping HC
2024-12-05,Örebro HK,Luleå HF,2,3,2024-25,2024,"(1-2, 0-0, 1-0, 0-0, 0-1)",Örebro HK - Luleå HF
2024-12-05,Frölunda HC,Växjö Lakers HC,1,2,2024-25,2024,"(0-1, 1-0, 0-1)",Frölunda HC - Växjö Lakers HC
2024-12-05,HV 71,IF Malmö Redhawks,2,1,2024-25,2024,"(1-0, 0-0, 0-1, 0-0, 1-0)",HV 71 - IF Malmö Redhawks
2024-12-05,Rögle BK,Leksands IF,4,2,2024-25,2024,"(0-0, 3-1, 1-1)",Rögle BK - Leksands IF
2024-12-07,MoDo Hockey,Brynäs IF,2,1,2024-25,2024,"(0-0, 2-0, 0-1)",MoDo Hockey - Brynäs IF
2024-12-07,Timrå IK,Luleå HF,4,1,2024-25,2024,"(1-0, 1-0, 2-1)",Timrå IK - Luleå HF
2024-12-07,Färjestad BK,Skellefteå AIK,3,6,2024-25,2024,"(1-3, 1-0, 1-3)",Färjestad BK - Skellefteå AIK
2024-12-07,Örebro HK,IF Malmö Redhawks,2,3,2024-25,2024,"(0-1, 1-1, 1-1)",Örebro HK - IF Malmö Redhawks
2024-12-07,Leksands IF,Växjö Lakers HC,3,2,2024-25,2024,"(1-1, 1-0, 0-1, 0-0, 1-0)",Leksands IF - Växjö Lakers HC
2024-12-07,Linköping HC,Frölunda HC,2,3,2024-25,2024,"(1-0, 1-2, 0-1)",Linköping HC - Frölunda HC
2024-12-07,Rögle BK,HV 71,0,2,2024-25,2024,"(0-0, 0-1, 0-1)",Rögle BK - HV 71
2024-12-19,Luleå HF,MoDo Hockey,3,0,2024-25,2024,"(0-0, 1-0, 2-0)",Luleå HF - MoDo Hockey
2024-12-19,Skellefteå AIK,Timrå IK,3,0,2024-25,2024,"(1-0, 1-0, 1-0)",Skellefteå AIK - Timrå IK
2024-12-19,Linköping HC,Rögle BK,2,4,2024-25,2024,"(1-1, 1-2, 0-1)",Linköping HC - Rögle BK
2024-12-19,Frölunda HC,HV 71,2,4,2024-25,2024,"(0-2, 1-2, 1-0)",Frölunda HC - HV 71
2024-12-19,Brynäs IF,Färjestad BK,2,1,2024-25,2024,"(0-1, 1-0, 0-0, 0-0, 1-0)",Brynäs IF - Färjestad BK
2024-12-19,Växjö Lakers HC,Örebro HK,4,3,2024-25,2024,"(1-1, 1-1, 1-1, 0-0, 1-0)",Växjö Lakers HC - Örebro HK
2024-12-19,IF Malmö Redhawks,Leksands IF,2,1,2024-25,2024,"(1-0, 0-1, 1-0)",IF Malmö Redhawks - Leksands IF
2024-12-26,Leksands IF,Timrå IK,2,4,2024-25,2024,"(0-1, 2-1, 0-2)",Leksands IF - Timrå IK
2024-12-26,Frölunda HC,Linköping HC,5,2,2024-25,2024,"(1-1, 2-0, 2-1)",Frölunda HC - Linköping HC
2024-12-26,HV 71,Luleå HF,3,4,2024-25,2024,"(0-1, 1-0, 2-2, 0-1)",HV 71 - Luleå HF
2024-12-26,IF Malmö Redhawks,Växjö Lakers HC,2,1,2024-25,2024,"(0-0, 0-1, 2-0)",IF Malmö Redhawks - Växjö Lakers HC
2024-12-26,Färjestad BK,Rögle BK,6,2,2024-25,2024,"(1-0, 3-2, 2-0)",Färjestad BK - Rögle BK
2024-12-26,Örebro HK,Skellefteå AIK,2,4,2024-25,2024,"(0-0, 1-1, 1-3)",Örebro HK - Skellefteå AIK
2024-12-26,Brynäs IF,MoDo Hockey,5,2,2024-25,2024,"(1-0, 2-0, 2-2)",Brynäs IF - MoDo Hockey
2024-12-28,Timrå IK,Örebro HK,1,3,2024-25,2024,"(0-0, 0-2, 1-1)",Timrå IK - Örebro HK
2024-12-28,Linköping HC,HV 71,4,6,2024-25,2024,"(2-2, 1-3, 1-1)",Linköping HC - HV 71
2024-12-28,Växjö Lakers HC,Brynäs IF,2,5,2024-25,2024,"(1-1, 1-2, 0-2)",Växjö Lakers HC - Brynäs IF
2024-12-28,Luleå HF,Färjestad BK,3,2,2024-25,2024,"(0-0, 1-0, 1-2, 0-0, 1-0)",Luleå HF - Färjestad BK
2024-12-28,Skellefteå AIK,Frölunda HC,5,1,2024-25,2024,"(1-0, 4-0, 0-1)",Skellefteå AIK - Frölunda HC
2024-12-28,MoDo Hockey,IF Malmö Redhawks,4,2,2024-25,2024,"(1-1, 3-0, 0-1)",MoDo Hockey - IF Malmö Redhawks
2024-12-28,Leksands IF,Rögle BK,2,0,2024-25,2024,"(1-0, 0-0, 1-0)",Leksands IF - Rögle BK
2024-12-30,Färjestad BK,MoDo Hockey,5,4,2024-25,2024,"(2-0, 0-4, 2-0, 1-0)",Färjestad BK - MoDo Hockey
2024-12-30,Örebro HK,Växjö Lakers HC,3,2,2024-25,2024,"(0-0, 1-1, 1-1, 1-0)",Örebro HK - Växjö Lakers HC
2024-12-30,Frölunda HC,Luleå HF,4,2,2024-25,2024,"(1-1, 0-0, 3-1)",Frölunda HC - Luleå HF
2024-12-30,HV 71,Skellefteå AIK,3,1,2024-25,2024,"(2-0, 0-0, 1-1)",HV 71 - Skellefteå AIK
2024-12-30,Brynäs IF,Timrå IK,3,6,2024-25,2024,"(0-2, 2-3, 1-1)",Brynäs IF - Timrå IK
2024-12-30,Rögle BK,Leksands IF,1,2,2024-25,2024,"(0-1, 0-0, 1-1)",Rögle BK - Leksands IF
2024-12-30,IF Malmö Redhawks,Linköping HC,2,3,2024-25,2024,"(0-0, 0-1, 2-1, 0-1)",IF Malmö Redhawks - Linköping HC
2025-01-04,Luleå HF,Örebro HK,4,0,2024-25,2024,"(1-0, 0-0, 3-0)",Luleå HF - Örebro HK
2025-01-04,Skellefteå AIK,Färjestad BK,0,3,2024-25,2024,"(0-0, 0-0, 0-3)",Skellefteå AIK - Färjestad BK
2025-01-04,Växjö Lakers HC,Linköping HC,1,2,2024-25,2024,"(0-1, 0-0, 1-0, 0-1)",Växjö Lakers HC - Linköping HC
2025-01-04,Timrå IK,MoDo Hockey,5,1,2024-25,2024,"(2-0, 2-0, 1-1)",Timrå IK - MoDo Hockey
2025-01-04,Frölunda HC,Leksands IF,3,1,2024-25,2024,"(1-0, 1-0, 1-1)",Frölunda HC - Leksands IF
2025-01-04,Brynäs IF,Rögle BK,5,4,2024-25,2024,"(0-0, 4-1, 0-3, 0-0, 1-0)",Brynäs IF - Rögle BK
2025-01-04,IF Malmö Redhawks,HV 71,5,4,2024-25,2024,"(1-1, 0-3, 4-0)",IF Malmö Redhawks - HV 71
2025-01-07,Luleå HF,Leksands IF,5,4,2024-25,2024,"(3-1, 1-3, 0-0, 0-0, 1-0)",Luleå HF - Leksands IF
2025-01-07,MoDo Hockey,Skellefteå AIK,3,4,2024-25,2024,"(1-1, 1-2, 1-0, 0-1)",MoDo Hockey - Skellefteå AIK
2025-01-07,Timrå IK,Växjö Lakers HC,2,3,2024-25,2024,"(0-1, 0-1, 2-0, 0-0, 0-1)",Timrå IK - Växjö Lakers HC
2025-01-07,Färjestad BK,IF Malmö Redhawks,5,4,2024-25,2024,"(1-1, 3-0, 1-3)",Färjestad BK - IF Malmö Redhawks
2025-01-07,Linköping HC,Brynäs IF,4,5,2024-25,2024,"(0-1, 2-1, 2-2, 0-1)",Linköping HC - Brynäs IF
2025-01-07,HV 71,Frölunda HC,2,3,2024-25,2024,"(0-1, 0-1, 2-0, 0-1)",HV 71 - Frölunda HC
2025-01-07,Rögle BK,Örebro HK,3,1,2024-25,2024,"(1-1, 1-0, 1-0)",Rögle BK - Örebro HK
2025-01-09,Skellefteå AIK,Linköping HC,0,4,2024-25,2024,"(0-2, 0-1, 0-1)",Skellefteå AIK - Linköping HC
2025-01-09,MoDo Hockey,Rögle BK,5,1,2024-25,2024,"(0-1, 3-0, 2-0)",MoDo Hockey - Rögle BK
2025-01-09,Leksands IF,Brynäs IF,2,1,2024-25,2024,"(0-0, 0-1, 2-0)",Leksands IF - Brynäs IF
2025-01-09,Örebro HK,Färjestad BK,2,4,2024-25,2024,"(1-1, 0-1, 1-2)",Örebro HK - Färjestad BK
2025-01-09,HV 71,Timrå IK,2,5,2024-25,2024,"(0-2, 2-1, 0-2)",HV 71 - Timrå IK
2025-01-09,Växjö Lakers HC,Frölunda HC,3,2,2024-25,2024,"(1-1, 1-0, 0-1, 0-0, 1-0)",Växjö Lakers HC - Frölunda HC
2025-01-09,IF Malmö Redhawks,Luleå HF,4,1,2024-25,2024,"(0-0, 1-1, 3-0)",IF Malmö Redhawks - Luleå HF
2025-01-11,Frölunda HC,Örebro HK,3,1,2024-25,2024,"(0-0, 0-1, 3-0)",Frölunda HC - Örebro HK
2025-01-11,Brynäs IF,IF Malmö Redhawks,6,2,2024-25,2024,"(3-1, 0-0, 3-1)",Brynäs IF - IF Malmö Redhawks
2025-01-11,Rögle BK,Luleå HF,2,3,2024-25,2024,"(0-1, 0-0, 2-2)",Rögle BK - Luleå HF
2025-01-11,Timrå IK,Skellefteå AIK,4,1,2024-25,2024,"(1-1, 2-0, 1-0)",Timrå IK - Skellefteå AIK
2025-01-11,Färjestad BK,Leksands IF,5,2,2024-25,2024,"(2-1, 1-1, 2-0)",Färjestad BK - Leksands IF
2025-01-11,Linköping HC,MoDo Hockey,2,1,2024-25,2024,"(1-0, 0-0, 0-1, 0-0, 1-0)",Linköping HC - MoDo Hockey
2025-01-11,Växjö Lakers HC,HV 71,4,3,2024-25,2024,"(2-1, 0-1, 2-1)",Växjö Lakers HC - HV 71
2025-01-16,Luleå HF,Brynäs IF,1,3,2024-25,2024,"(0-1, 0-1, 1-1)",Luleå HF - Brynäs IF
2025-01-16,Skellefteå AIK,Växjö Lakers HC,3,2,2024-25,2024,"(1-0, 0-1, 2-1)",Skellefteå AIK - Växjö Lakers HC
2025-01-16,MoDo Hockey,Linköping HC,7,5,2024-25,2024,"(2-2, 2-0, 3-3)",MoDo Hockey - Linköping HC
2025-01-16,Timrå IK,IF Malmö Redhawks,3,0,2024-25,2024,"(0-0, 1-0, 2-0)",Timrå IK - IF Malmö Redhawks
2025-01-16,Leksands IF,Örebro HK,5,4,2024-25,2024,"(1-0, 2-1, 2-3)",Leksands IF - Örebro HK
2025-01-16,HV 71,Färjestad BK,3,2,2024-25,2024,"(0-2, 0-0, 3-0)",HV 71 - Färjestad BK
2025-01-16,Rögle BK,Frölunda HC,2,1,2024-25,2024,"(1-0, 1-1, 0-0)",Rögle BK - Frölunda HC
2025-01-18,Luleå HF,Växjö Lakers HC,1,2,2024-25,2024,"(1-0, 0-1, 0-0, 0-1)",Luleå HF - Växjö Lakers HC
2025-01-18,Skellefteå AIK,Brynäs IF,1,5,2024-25,2024,"(0-1, 1-2, 0-2)",Skellefteå AIK - Brynäs IF
2025-01-18,Linköping HC,Timrå IK,5,2,2024-25,2024,"(1-1, 2-0, 2-1)",Linköping HC - Timrå IK
2025-01-18,HV 71,Rögle BK,1,0,2024-25,2024,"(0-0, 1-0, 0-0)",HV 71 - Rögle BK
2025-01-18,Leksands IF,IF Malmö Redhawks,1,4,2024-25,2024,"(1-0, 0-2, 0-2)",Leksands IF - IF Malmö Redhawks
2025-01-18,Färjestad BK,Frölunda HC,4,3,2024-25,2024,"(1-1, 2-0, 1-2)",Färjestad BK - Frölunda HC
2025-01-18,Örebro HK,MoDo Hockey,4,6,2024-25,2024,"(0-2, 2-2, 2-2)",Örebro HK - MoDo Hockey
2025-01-23,MoDo Hockey,Luleå HF,3,4,2024-25,2024,"(1-2, 0-0, 2-1, 0-1)",MoDo Hockey - Luleå HF
2025-01-23,Timrå IK,Frölunda HC,2,4,2024-25,2024,"(0-0, 0-3, 2-1)",Timrå IK - Frölunda HC
2025-01-23,Linköping HC,Färjestad BK,3,4,2024-25,2024,"(0-0, 2-2, 1-1, 0-1)",Linköping HC - Färjestad BK
2025-01-23,HV 71,Brynäs IF,4,3,2024-25,2024,"(0-1, 2-2, 1-0, 1-0)",HV 71 - Brynäs IF
2025-01-23,Växjö Lakers HC,Leksands IF,2,1,2024-25,2024,"(2-1, 0-0, 0-0)",Växjö Lakers HC - Leksands IF
2025-01-23,Rögle BK,Skellefteå AIK,4,1,2024-25,2024,"(2-0, 1-1, 1-0)",Rögle BK - Skellefteå AIK
2025-01-23,IF Malmö Redhawks,Örebro HK,0,5,2024-25,2024,"(0-1, 0-1, 0-3)",IF Malmö Redhawks - Örebro HK
2025-01-25,Leksands IF,Linköping HC,4,3,2024-25,2024,"(1-2, 0-0, 2-1, 0-0, 1-0)",Leksands IF - Linköping HC
2025-01-25,Färjestad BK,Brynäs IF,1,3,2024-25,2024,"(1-0, 0-1, 0-2)",Färjestad BK - Brynäs IF
2025-01-25,Örebro HK,HV 71,3,1,2024-25,2024,"(1-0, 1-0, 1-1)",Örebro HK - HV 71
2025-01-25,Luleå HF,Timrå IK,3,2,2024-25,2024,"(0-1, 1-1, 1-0, 1-0)",Luleå HF - Timrå IK
2025-01-25,MoDo Hockey,Frölunda HC,4,1,2024-25,2024,"(2-1, 1-0, 1-0)",MoDo Hockey - Frölunda HC
2025-01-25,Rögle BK,Växjö Lakers HC,0,1,2024-25,2024,"(0-0, 0-0, 0-0, 0-0, 0-1)",Rögle BK - Växjö Lakers HC
2025-01-25,IF Malmö Redhawks,Skellefteå AIK,5,2,2024-25,2024,"(2-0, 1-1, 2-1)",IF Malmö Redhawks - Skellefteå AIK
2025-01-28,Skellefteå AIK,Leksands IF,4,2,2024-25,2024,"(0-1, 2-0, 2-1)",Skellefteå AIK - Leksands IF
2025-01-28,Timrå IK,Rögle BK,0,2,2024-25,2024,"(0-0, 0-0, 0-2)",Timrå IK - Rögle BK
2025-01-28,Örebro HK,Brynäs IF,1,4,2024-25,2024,"(0-1, 1-1, 0-2)",Örebro HK - Brynäs IF
2025-01-28,Linköping HC,Luleå HF,2,3,2024-25,2024,"(1-1, 0-1, 1-1)",Linköping HC - Luleå HF
2025-01-28,Frölunda HC,IF Malmö Redhawks,2,3,2024-25,2024,"(1-0, 1-2, 0-0, 0-0, 0-1)",Frölunda HC - IF Malmö Redhawks
2025-01-28,HV 71,MoDo Hockey,1,5,2024-25,2024,"(0-1, 0-1, 1-3)",HV 71 - MoDo Hockey
2025-01-28,Växjö Lakers HC,Färjestad BK,3,2,2024-25,2024,"(0-0, 2-1, 0-1, 0-0, 1-0)",Växjö Lakers HC - Färjestad BK
2025-01-30,Skellefteå AIK,Luleå HF,4,0,2024-25,2024,"(1-0, 1-0, 2-0)",Skellefteå AIK - Luleå HF
2025-01-30,MoDo Hockey,Växjö Lakers HC,1,3,2024-25,2024,"(0-1, 1-0, 0-2)",MoDo Hockey - Växjö Lakers HC
2025-01-30,Leksands IF,HV 71,3,2,2024-25,2024,"(2-1, 0-0, 1-1)",Leksands IF - HV 71
2025-01-30,Färjestad BK,Timrå IK,3,0,2024-25,2024,"(1-0, 1-0, 1-0)",Färjestad BK - Timrå IK
2025-01-30,Linköping HC,Örebro HK,2,1,2024-25,2024,"(1-0, 1-1, 0-0)",Linköping HC - Örebro HK
2025-01-30,Brynäs IF,Frölunda HC,3,2,2024-25,2024,"(1-1, 2-1, 0-0)",Brynäs IF - Frölunda HC
2025-01-30,Rögle BK,IF Malmö Redhawks,0,4,2024-25,2024,"(0-0, 0-3, 0-1)",Rögle BK - IF Malmö Redhawks
2025-02-01,Timrå IK,Luleå HF,2,5,2024-25,2024,"(2-2, 0-2, 0-1)",Timrå IK - Luleå HF
2025-02-01,Frölunda HC,Växjö Lakers HC,2,1,2024-25,2024,"(0-0, 1-1, 1-0)",Frölunda HC - Växjö Lakers HC
2025-02-01,Rögle BK,Linköping HC,2,1,2024-25,2024,"(0-1, 1-0, 1-0)",Rögle BK - Linköping HC
2025-02-01,Skellefteå AIK,IF Malmö Redhawks,3,0,2024-25,2024,"(0-0, 2-0, 1-0)",Skellefteå AIK - IF Malmö Redhawks
2025-02-01,MoDo Hockey,Färjestad BK,3,2,2024-25,2024,"(2-2, 0-0, 1-0)",MoDo Hockey - Färjestad BK
2025-02-01,HV 71,Leksands IF,1,3,2024-25,2024,"(1-0, 0-2, 0-1)",HV 71 - Leksands IF
2025-02-01,Brynäs IF,Örebro HK,6,3,2024-25,2024,"(3-2, 1-0, 2-1)",Brynäs IF - Örebro HK
2025-02-11,Luleå HF,Linköping HC,5,2,2024-25,2024,"(2-1, 1-1, 2-0)",Luleå HF - Linköping HC
2025-02-11,Timrå IK,HV 71,3,0,2024-25,2024,"(1-0, 2-0, 0-0)",Timrå IK - HV 71
2025-02-11,Leksands IF,Färjestad BK,6,3,2024-25,2024,"(3-0, 2-1, 1-2)",Leksands IF - Färjestad BK
2025-02-11,Örebro HK,Rögle BK,3,4,2024-25,2024,"(1-2, 1-1, 1-1)",Örebro HK - Rögle BK
2025-02-11,Frölunda HC,Skellefteå AIK,5,1,2024-25,2024,"(3-0, 1-1, 1-0)",Frölunda HC - Skellefteå AIK
2025-02-11,Växjö Lakers HC,MoDo Hockey,3,4,2024-25,2024,"(1-1, 1-0, 1-2, 0-0, 0-1)",Växjö Lakers HC - MoDo Hockey
2025-02-11,IF Malmö Redhawks,Brynäs IF,1,4,2024-25,2024,"(1-3, 0-0, 0-1)",IF Malmö Redhawks - Brynäs IF
2025-02-13,Skellefteå AIK,Örebro HK,3,2,2024-25,2024,"(2-0, 0-0, 1-2)",Skellefteå AIK - Örebro HK
2025-02-13,Färjestad BK,Växjö Lakers HC,3,6,2024-25,2024,"(1-1, 0-3, 2-2)",Färjestad BK - Växjö Lakers HC
2025-02-13,Linköping HC,Leksands IF,3,2,2024-25,2024,"(0-1, 1-0, 1-1, 1-0)",Linköping HC - Leksands IF
2025-02-13,Frölunda HC,MoDo Hockey,5,2,2024-25,2024,"(2-0, 2-2, 1-0)",Frölunda HC - MoDo Hockey
2025-02-13,HV 71,IF Malmö Redhawks,1,4,2024-25,2024,"(0-1, 1-3, 0-0)",HV 71 - IF Malmö Redhawks
2025-02-13,Brynäs IF,Luleå HF,2,1,2024-25,2024,"(1-1, 0-0, 0-0, 1-0)",Brynäs IF - Luleå HF
