Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,SeasonStart,ScoreDetail,Match
2023-11-18,Färjestad BK,Örebro HK,3,0,2023-24,2023,"(0-0, 1-0, 2-0)",Färjestad BK - Örebro HK
2023-11-18,HV 71,Leksands IF,5,3,2023-24,2023,"(2-2, 1-0, 2-1)",HV 71 - Leksands IF
2023-11-23,Skellefteå AIK,IK Oskarshamn,7,0,2023-24,2023,"(3-0, 3-0, 1-0)",Skellefteå AIK - IK Oskarshamn
2023-11-23,Leksands IF,Luleå HF,3,0,2023-24,2023,"(1-0, 0-0, 2-0)",Leksands IF - Luleå HF
2023-11-23,Färjestad BK,IF Malmö Redhawks,4,3,2023-24,2023,"(1-3, 1-0, 1-0, 1-0)",Färjestad BK - IF Malmö Redhawks
2023-11-23,Örebro HK,MoDo Hockey,3,4,2023-24,2023,"(0-1, 2-2, 1-0, 0-0, 0-1)",Örebro HK - MoDo Hockey
2023-11-23,Frölunda HC,Växjö Lakers HC,2,3,2023-24,2023,"(0-0, 2-1, 0-1, 0-1)",Frölunda HC - Växjö Lakers HC
2023-11-23,HV 71,Timrå IK,4,3,2023-24,2023,"(0-1, 1-1, 2-1, 1-0)",HV 71 - Timrå IK
2023-11-23,Rögle BK,Linköping HC,4,3,2023-24,2023,"(3-0, 0-2, 0-1, 0-0, 1-0)",Rögle BK - Linköping HC
2023-11-25,Linköping HC,Örebro HK,2,4,2023-24,2023,"(0-1, 1-1, 1-2)",Linköping HC - Örebro HK
2023-11-25,Frölunda HC,Timrå IK,0,2,2023-24,2023,"(0-1, 0-0, 0-1)",Frölunda HC - Timrå IK
2023-11-25,Luleå HF,IK Oskarshamn,4,1,2023-24,2023,"(3-0, 1-0, 0-1)",Luleå HF - IK Oskarshamn
2023-11-25,MoDo Hockey,Skellefteå AIK,1,4,2023-24,2023,"(0-2, 0-0, 1-2)",MoDo Hockey - Skellefteå AIK
2023-11-25,Leksands IF,Färjestad BK,2,4,2023-24,2023,"(1-0, 0-1, 1-3)",Leksands IF - Färjestad BK
2023-11-25,Växjö Lakers HC,HV 71,6,1,2023-24,2023,"(2-0, 2-1, 2-0)",Växjö Lakers HC - HV 71
2023-11-26,IF Malmö Redhawks,Rögle BK,0,4,2023-24,2023,"(0-2, 0-1, 0-1)",IF Malmö Redhawks - Rögle BK
2023-11-28,Skellefteå AIK,Färjestad BK,4,7,2023-24,2023,"(2-1, 0-3, 2-3)",Skellefteå AIK - Färjestad BK
2023-11-28,Timrå IK,Rögle BK,4,0,2023-24,2023,"(1-0, 1-0, 2-0)",Timrå IK - Rögle BK
2023-11-28,MoDo Hockey,Växjö Lakers HC,1,4,2023-24,2023,"(0-1, 0-1, 1-2)",MoDo Hockey - Växjö Lakers HC
2023-11-28,Örebro HK,Luleå HF,5,2,2023-24,2023,"(1-1, 2-1, 2-0)",Örebro HK - Luleå HF
2023-11-28,IK Oskarshamn,Leksands IF,4,8,2023-24,2023,"(0-2, 3-2, 1-4)",IK Oskarshamn - Leksands IF
2023-11-28,Linköping HC,Frölunda HC,0,2,2023-24,2023,"(0-1, 0-0, 0-1)",Linköping HC - Frölunda HC
2023-11-30,Luleå HF,Skellefteå AIK,2,0,2023-24,2023,"(0-0, 0-0, 2-0)",Luleå HF - Skellefteå AIK
2023-11-30,Färjestad BK,Timrå IK,2,4,2023-24,2023,"(0-1, 1-2, 1-1)",Färjestad BK - Timrå IK
2023-11-30,Linköping HC,MoDo Hockey,4,0,2023-24,2023,"(2-0, 1-0, 1-0)",Linköping HC - MoDo Hockey
2023-11-30,HV 71,Örebro HK,3,2,2023-24,2023,"(1-0, 0-1, 1-1, 0-0, 1-0)",HV 71 - Örebro HK
2023-11-30,Växjö Lakers HC,Leksands IF,2,3,2023-24,2023,"(0-1, 1-0, 1-1, 0-0, 0-1)",Växjö Lakers HC - Leksands IF
2023-11-30,Rögle BK,Frölunda HC,5,4,2023-24,2023,"(1-3, 1-1, 2-0, 1-0)",Rögle BK - Frölunda HC
2023-11-30,IF Malmö Redhawks,IK Oskarshamn,4,3,2023-24,2023,"(1-0, 2-0, 0-3, 1-0)",IF Malmö Redhawks - IK Oskarshamn
2023-12-02,Leksands IF,Linköping HC,0,4,2023-24,2023,"(0-0, 0-3, 0-1)",Leksands IF - Linköping HC
2023-12-02,IK Oskarshamn,Frölunda HC,0,1,2023-24,2023,"(0-0, 0-0, 0-1)",IK Oskarshamn - Frölunda HC
2023-12-02,Rögle BK,MoDo Hockey,0,2,2023-24,2023,"(0-0, 0-2, 0-0)",Rögle BK - MoDo Hockey
2023-12-02,Luleå HF,Växjö Lakers HC,0,2,2023-24,2023,"(0-0, 0-1, 0-1)",Luleå HF - Växjö Lakers HC
2023-12-02,Timrå IK,IF Malmö Redhawks,3,1,2023-24,2023,"(0-0, 0-1, 3-0)",Timrå IK - IF Malmö Redhawks
2023-12-02,Färjestad BK,HV 71,6,3,2023-24,2023,"(3-1, 1-1, 2-1)",Färjestad BK - HV 71
2023-12-02,Örebro HK,Skellefteå AIK,1,2,2023-24,2023,"(1-0, 0-1, 0-0, 0-1)",Örebro HK - Skellefteå AIK
2023-12-07,Skellefteå AIK,Rögle BK,4,2,2023-24,2023,"(2-1, 0-0, 2-1)",Skellefteå AIK - Rögle BK
2023-12-07,MoDo Hockey,Timrå IK,4,2,2023-24,2023,"(2-2, 1-0, 1-0)",MoDo Hockey - Timrå IK
2023-12-07,Leksands IF,Frölunda HC,1,2,2023-24,2023,"(0-0, 1-0, 0-2)",Leksands IF - Frölunda HC
2023-12-07,HV 71,Luleå HF,3,4,2023-24,2023,"(2-2, 0-1, 1-0, 0-1)",HV 71 - Luleå HF
2023-12-07,IK Oskarshamn,Örebro HK,5,1,2023-24,2023,"(1-1, 3-0, 1-0)",IK Oskarshamn - Örebro HK
2023-12-07,Växjö Lakers HC,Färjestad BK,4,2,2023-24,2023,"(0-0, 0-1, 4-1)",Växjö Lakers HC - Färjestad BK
2023-12-07,IF Malmö Redhawks,Linköping HC,1,2,2023-24,2023,"(0-1, 1-1, 0-0)",IF Malmö Redhawks - Linköping HC
2023-12-09,Skellefteå AIK,IF Malmö Redhawks,5,4,2023-24,2023,"(3-1, 2-0, 0-3)",Skellefteå AIK - IF Malmö Redhawks
2023-12-09,Timrå IK,IK Oskarshamn,4,2,2023-24,2023,"(1-1, 1-0, 2-1)",Timrå IK - IK Oskarshamn
2023-12-09,Örebro HK,Växjö Lakers HC,2,4,2023-24,2023,"(0-2, 2-1, 0-1)",Örebro HK - Växjö Lakers HC
2023-12-09,Färjestad BK,MoDo Hockey,5,1,2023-24,2023,"(2-1, 1-0, 2-0)",Färjestad BK - MoDo Hockey
2023-12-09,Linköping HC,Luleå HF,5,2,2023-24,2023,"(1-0, 0-2, 4-0)",Linköping HC - Luleå HF
2023-12-09,HV 71,Frölunda HC,4,3,2023-24,2023,"(0-2, 3-1, 1-0)",HV 71 - Frölunda HC
2023-12-09,Rögle BK,Leksands IF,2,5,2023-24,2023,"(1-1, 1-2, 0-2)",Rögle BK - Leksands IF
2023-12-19,Frölunda HC,Skellefteå AIK,4,3,2023-24,2023,"(2-0, 1-3, 0-0, 1-0)",Frölunda HC - Skellefteå AIK
2023-12-19,IF Malmö Redhawks,Timrå IK,4,1,2023-24,2023,"(1-1, 3-0, 0-0)",IF Malmö Redhawks - Timrå IK
2023-12-19,Växjö Lakers HC,Rögle BK,3,4,2023-24,2023,"(1-1, 1-2, 1-0, 0-0, 0-1)",Växjö Lakers HC - Rögle BK
2023-12-19,Färjestad BK,MoDo Hockey,7,3,2023-24,2023,"(3-1, 2-1, 2-1)",Färjestad BK - MoDo Hockey
2023-12-19,IK Oskarshamn,HV 71,6,1,2023-24,2023,"(0-0, 1-1, 5-0)",IK Oskarshamn - HV 71
2023-12-19,Leksands IF,Linköping HC,5,4,2023-24,2023,"(2-1, 1-2, 2-1)",Leksands IF - Linköping HC
2023-12-26,Timrå IK,Örebro HK,2,4,2023-24,2023,"(2-2, 0-1, 0-1)",Timrå IK - Örebro HK
2023-12-26,Linköping HC,HV 71,4,1,2023-24,2023,"(0-0, 0-0, 4-1)",Linköping HC - HV 71
2023-12-26,Växjö Lakers HC,Rögle BK,2,1,2023-24,2023,"(0-0, 1-1, 1-0)",Växjö Lakers HC - Rögle BK
2023-12-26,Luleå HF,IF Malmö Redhawks,2,3,2023-24,2023,"(1-0, 0-1, 1-2)",Luleå HF - IF Malmö Redhawks
2023-12-26,Leksands IF,MoDo Hockey,5,0,2023-24,2023,"(0-0, 2-0, 3-0)",Leksands IF - MoDo Hockey
2023-12-26,IK Oskarshamn,Färjestad BK,5,4,2023-24,2023,"(1-1, 2-2, 1-1, 0-0, 1-0)",IK Oskarshamn - Färjestad BK
2023-12-28,Luleå HF,Färjestad BK,2,1,2023-24,2023,"(1-0, 0-0, 1-1)",Luleå HF - Färjestad BK
2023-12-28,Skellefteå AIK,Timrå IK,2,5,2023-24,2023,"(2-1, 0-1, 0-3)",Skellefteå AIK - Timrå IK
2023-12-28,MoDo Hockey,HV 71,5,3,2023-24,2023,"(0-0, 1-2, 4-1)",MoDo Hockey - HV 71
2023-12-28,Örebro HK,Linköping HC,2,3,2023-24,2023,"(1-1, 0-1, 1-1)",Örebro HK - Linköping HC
2023-12-28,Rögle BK,IK Oskarshamn,1,4,2023-24,2023,"(0-0, 1-1, 0-3)",Rögle BK - IK Oskarshamn
2023-12-28,IF Malmö Redhawks,Leksands IF,1,4,2023-24,2023,"(0-2, 0-2, 1-0)",IF Malmö Redhawks - Leksands IF
2023-12-30,Skellefteå AIK,Luleå HF,5,2,2023-24,2023,"(2-1, 1-0, 2-1)",Skellefteå AIK - Luleå HF
2023-12-30,Timrå IK,Leksands IF,2,4,2023-24,2023,"(0-0, 2-2, 0-2)",Timrå IK - Leksands IF
2023-12-30,Färjestad BK,IK Oskarshamn,3,1,2023-24,2023,"(1-0, 1-0, 1-1)",Färjestad BK - IK Oskarshamn
2023-12-30,MoDo Hockey,Örebro HK,2,3,2023-24,2023,"(0-0, 2-2, 0-0, 0-0, 0-1)",MoDo Hockey - Örebro HK
2023-12-30,HV 71,Växjö Lakers HC,3,2,2023-24,2023,"(1-0, 2-2, 0-0)",HV 71 - Växjö Lakers HC
2023-12-30,Rögle BK,IF Malmö Redhawks,3,2,2023-24,2023,"(0-0, 2-1, 0-1, 1-0)",Rögle BK - IF Malmö Redhawks
2024-01-02,IF Malmö Redhawks,Skellefteå AIK,3,0,2023-24,2023,"(1-0, 1-0, 1-0)",IF Malmö Redhawks - Skellefteå AIK
2024-01-04,Luleå HF,MoDo Hockey,3,4,2023-24,2023,"(0-2, 3-0, 0-1, 0-1)",Luleå HF - MoDo Hockey
2024-01-04,Timrå IK,Linköping HC,2,3,2023-24,2023,"(1-1, 1-0, 0-2)",Timrå IK - Linköping HC
2024-01-04,Leksands IF,Rögle BK,4,0,2023-24,2023,"(0-0, 0-0, 4-0)",Leksands IF - Rögle BK
2024-01-04,Färjestad BK,Frölunda HC,2,4,2023-24,2023,"(1-0, 0-1, 1-3)",Färjestad BK - Frölunda HC
2024-01-04,Örebro HK,HV 71,2,6,2023-24,2023,"(0-1, 1-2, 1-3)",Örebro HK - HV 71
2024-01-04,IK Oskarshamn,Skellefteå AIK,4,5,2023-24,2023,"(1-2, 2-1, 1-1, 0-1)",IK Oskarshamn - Skellefteå AIK
2024-01-04,Växjö Lakers HC,IF Malmö Redhawks,4,2,2023-24,2023,"(1-0, 1-1, 2-1)",Växjö Lakers HC - IF Malmö Redhawks
2024-01-06,MoDo Hockey,Rögle BK,1,5,2023-24,2023,"(1-2, 0-0, 0-3)",MoDo Hockey - Rögle BK
2024-01-06,Leksands IF,IK Oskarshamn,2,3,2023-24,2023,"(0-0, 2-1, 0-1, 0-1)",Leksands IF - IK Oskarshamn
2024-01-06,Växjö Lakers HC,Skellefteå AIK,1,2,2023-24,2023,"(1-0, 0-0, 0-2)",Växjö Lakers HC - Skellefteå AIK
2024-01-06,IF Malmö Redhawks,Frölunda HC,2,3,2023-24,2023,"(0-1, 1-0, 1-1, 0-0, 0-1)",IF Malmö Redhawks - Frölunda HC
2024-01-06,Luleå HF,Timrå IK,0,3,2023-24,2023,"(0-1, 0-1, 0-1)",Luleå HF - Timrå IK
2024-01-06,Örebro HK,Färjestad BK,3,6,2023-24,2023,"(2-1, 1-2, 0-3)",Örebro HK - Färjestad BK
2024-01-06,HV 71,Linköping HC,4,3,2023-24,2023,"(0-0, 2-0, 1-3, 1-0)",HV 71 - Linköping HC
2024-01-08,Timrå IK,Rögle BK,2,3,2023-24,2023,"(1-1, 0-1, 1-1)",Timrå IK - Rögle BK
2024-01-11,Skellefteå AIK,HV 71,3,1,2023-24,2023,"(3-0, 0-1, 0-0)",Skellefteå AIK - HV 71
2024-01-11,MoDo Hockey,Leksands IF,3,4,2023-24,2023,"(1-2, 2-0, 0-1, 0-1)",MoDo Hockey - Leksands IF
2024-01-11,Färjestad BK,Växjö Lakers HC,1,5,2023-24,2023,"(0-1, 1-0, 0-4)",Färjestad BK - Växjö Lakers HC
2024-01-11,Linköping HC,IF Malmö Redhawks,3,0,2023-24,2023,"(1-0, 1-0, 1-0)",Linköping HC - IF Malmö Redhawks
2024-01-11,Frölunda HC,Örebro HK,5,0,2023-24,2023,"(3-0, 1-0, 1-0)",Frölunda HC - Örebro HK
2024-01-11,IK Oskarshamn,Luleå HF,0,3,2023-24,2023,"(0-2, 0-1, 0-0)",IK Oskarshamn - Luleå HF
2024-01-11,Rögle BK,Timrå IK,5,1,2023-24,2023,"(1-0, 3-1, 1-0)",Rögle BK - Timrå IK
2024-01-13,Luleå HF,HV 71,2,1,2023-24,2023,"(0-1, 1-0, 1-0)",Luleå HF - HV 71
2024-01-13,Skellefteå AIK,Linköping HC,7,1,2023-24,2023,"(3-0, 1-0, 3-1)",Skellefteå AIK - Linköping HC
2024-01-13,Timrå IK,Färjestad BK,1,4,2023-24,2023,"(0-1, 1-1, 0-2)",Timrå IK - Färjestad BK
2024-01-13,Frölunda HC,Rögle BK,3,0,2023-24,2023,"(0-0, 1-0, 2-0)",Frölunda HC - Rögle BK
2024-01-13,Örebro HK,IF Malmö Redhawks,3,0,2023-24,2023,"(1-0, 1-0, 1-0)",Örebro HK - IF Malmö Redhawks
2024-01-13,IK Oskarshamn,MoDo Hockey,3,4,2023-24,2023,"(1-2, 2-1, 0-0, 0-1)",IK Oskarshamn - MoDo Hockey
2024-01-13,Växjö Lakers HC,Leksands IF,8,1,2023-24,2023,"(2-0, 3-0, 3-1)",Växjö Lakers HC - Leksands IF
2024-01-18,Timrå IK,Frölunda HC,6,2,2023-24,2023,"(1-2, 4-0, 1-0)",Timrå IK - Frölunda HC
2024-01-18,Färjestad BK,Skellefteå AIK,0,3,2023-24,2023,"(0-1, 0-1, 0-1)",Färjestad BK - Skellefteå AIK
2024-01-18,Örebro HK,IK Oskarshamn,0,2,2023-24,2023,"(0-1, 0-1, 0-0)",Örebro HK - IK Oskarshamn
2024-01-18,Linköping HC,Leksands IF,2,5,2023-24,2023,"(0-3, 1-0, 1-2)",Linköping HC - Leksands IF
2024-01-18,HV 71,IF Malmö Redhawks,5,3,2023-24,2023,"(1-1, 4-1, 0-1)",HV 71 - IF Malmö Redhawks
2024-01-18,Växjö Lakers HC,MoDo Hockey,4,2,2023-24,2023,"(2-2, 2-0, 0-0)",Växjö Lakers HC - MoDo Hockey
2024-01-18,Rögle BK,Luleå HF,1,2,2023-24,2023,"(0-0, 1-1, 0-0, 0-1)",Rögle BK - Luleå HF
2024-01-20,Skellefteå AIK,Frölunda HC,1,3,2023-24,2023,"(0-1, 0-0, 1-2)",Skellefteå AIK - Frölunda HC
2024-01-20,MoDo Hockey,Linköping HC,0,3,2023-24,2023,"(0-1, 0-1, 0-1)",MoDo Hockey - Linköping HC
2024-01-20,Färjestad BK,Rögle BK,3,0,2023-24,2023,"(1-0, 0-0, 2-0)",Färjestad BK - Rögle BK
2024-01-20,IF Malmö Redhawks,Luleå HF,0,4,2023-24,2023,"(0-1, 0-1, 0-2)",IF Malmö Redhawks - Luleå HF
2024-01-20,Leksands IF,HV 71,3,2,2023-24,2023,"(1-1, 0-0, 2-1)",Leksands IF - HV 71
2024-01-20,IK Oskarshamn,Timrå IK,2,4,2023-24,2023,"(1-2, 1-0, 0-2)",IK Oskarshamn - Timrå IK
2024-01-20,Växjö Lakers HC,Örebro HK,4,0,2023-24,2023,"(2-0, 2-0, 0-0)",Växjö Lakers HC - Örebro HK
2024-01-23,Örebro HK,Frölunda HC,2,1,2023-24,2023,"(0-1, 0-0, 2-0)",Örebro HK - Frölunda HC
2024-01-23,Luleå HF,Växjö Lakers HC,4,3,2023-24,2023,"(2-0, 0-2, 2-1)",Luleå HF - Växjö Lakers HC
2024-01-23,Färjestad BK,Timrå IK,0,3,2023-24,2023,"(0-3, 0-0, 0-0)",Färjestad BK - Timrå IK
2024-01-25,Luleå HF,Leksands IF,4,3,2023-24,2023,"(0-1, 1-1, 2-1, 0-0, 1-0)",Luleå HF - Leksands IF
2024-01-25,Skellefteå AIK,Örebro HK,2,3,2023-24,2023,"(0-2, 1-0, 1-0, 0-0, 0-1)",Skellefteå AIK - Örebro HK
2024-01-25,Timrå IK,MoDo Hockey,2,1,2023-24,2023,"(1-1, 0-0, 1-0)",Timrå IK - MoDo Hockey
2024-01-25,Linköping HC,Växjö Lakers HC,2,4,2023-24,2023,"(0-1, 1-1, 1-2)",Linköping HC - Växjö Lakers HC
2024-01-25,Frölunda HC,IK Oskarshamn,5,2,2023-24,2023,"(0-2, 4-0, 1-0)",Frölunda HC - IK Oskarshamn
2024-01-25,HV 71,Rögle BK,2,1,2023-24,2023,"(0-1, 1-0, 0-0, 1-0)",HV 71 - Rögle BK
2024-01-25,IF Malmö Redhawks,Färjestad BK,4,3,2023-24,2023,"(2-3, 1-0, 0-0, 0-0, 1-0)",IF Malmö Redhawks - Färjestad BK
2024-01-27,Frölunda HC,HV 71,2,1,2023-24,2023,"(0-1, 1-0, 1-0)",Frölunda HC - HV 71
2024-01-27,Rögle BK,Skellefteå AIK,1,4,2023-24,2023,"(0-1, 0-1, 1-2)",Rögle BK - Skellefteå AIK
2024-01-27,MoDo Hockey,IF Malmö Redhawks,2,3,2023-24,2023,"(2-0, 0-2, 0-1)",MoDo Hockey - IF Malmö Redhawks
2024-01-27,Luleå HF,Linköping HC,2,4,2023-24,2023,"(1-0, 0-1, 1-3)",Luleå HF - Linköping HC
2024-01-27,Färjestad BK,Leksands IF,0,4,2023-24,2023,"(0-2, 0-1, 0-1)",Färjestad BK - Leksands IF
2024-01-27,Örebro HK,Timrå IK,0,2,2023-24,2023,"(0-0, 0-1, 0-1)",Örebro HK - Timrå IK
2024-01-27,IK Oskarshamn,Växjö Lakers HC,1,5,2023-24,2023,"(0-2, 0-2, 1-1)",IK Oskarshamn - Växjö Lakers HC
2024-01-30,MoDo Hockey,Frölunda HC,1,3,2023-24,2023,"(1-0, 0-1, 0-2)",MoDo Hockey - Frölunda HC
2024-01-30,Leksands IF,Skellefteå AIK,1,5,2023-24,2023,"(0-0, 0-2, 1-3)",Leksands IF - Skellefteå AIK
2024-01-30,Örebro HK,Rögle BK,0,1,2023-24,2023,"(0-0, 0-1, 0-0)",Örebro HK - Rögle BK
2024-01-30,Linköping HC,IK Oskarshamn,6,3,2023-24,2023,"(3-1, 1-0, 2-2)",Linköping HC - IK Oskarshamn
2024-01-30,HV 71,Färjestad BK,0,2,2023-24,2023,"(0-1, 0-1, 0-0)",HV 71 - Färjestad BK
2024-01-30,Växjö Lakers HC,Luleå HF,0,2,2023-24,2023,"(0-0, 0-0, 0-2)",Växjö Lakers HC - Luleå HF
2024-02-01,Luleå HF,Örebro HK,1,2,2023-24,2023,"(0-1, 0-0, 1-1)",Luleå HF - Örebro HK
2024-02-01,Skellefteå AIK,MoDo Hockey,2,3,2023-24,2023,"(0-1, 1-1, 1-0, 0-0, 0-1)",Skellefteå AIK - MoDo Hockey
2024-02-01,Timrå IK,HV 71,4,1,2023-24,2023,"(2-1, 1-0, 1-0)",Timrå IK - HV 71
2024-02-01,Färjestad BK,Linköping HC,5,2,2023-24,2023,"(1-0, 2-1, 2-1)",Färjestad BK - Linköping HC
2024-02-01,Frölunda HC,Leksands IF,3,1,2023-24,2023,"(0-0, 3-1, 0-0)",Frölunda HC - Leksands IF
2024-02-01,IK Oskarshamn,IF Malmö Redhawks,1,5,2023-24,2023,"(0-1, 0-1, 1-3)",IK Oskarshamn - IF Malmö Redhawks
2024-02-01,Rögle BK,Växjö Lakers HC,1,2,2023-24,2023,"(1-2, 0-0, 0-0)",Rögle BK - Växjö Lakers HC
2024-02-03,Linköping HC,Rögle BK,1,2,2023-24,2023,"(0-1, 0-1, 1-0)",Linköping HC - Rögle BK
2024-02-03,Frölunda HC,Luleå HF,3,2,2023-24,2023,"(3-1, 0-0, 0-1)",Frölunda HC - Luleå HF
2024-02-03,HV 71,IK Oskarshamn,10,1,2023-24,2023,"(3-1, 3-0, 4-0)",HV 71 - IK Oskarshamn
2024-02-03,MoDo Hockey,Färjestad BK,0,6,2023-24,2023,"(0-2, 0-0, 0-4)",MoDo Hockey - Färjestad BK
2024-02-03,Leksands IF,Örebro HK,1,2,2023-24,2023,"(0-0, 1-1, 0-0, 0-1)",Leksands IF - Örebro HK
2024-02-03,Växjö Lakers HC,Timrå IK,3,1,2023-24,2023,"(1-0, 1-0, 1-1)",Växjö Lakers HC - Timrå IK
2024-02-04,IF Malmö Redhawks,Skellefteå AIK,3,4,2023-24,2023,"(0-1, 2-1, 1-1, 0-1)",IF Malmö Redhawks - Skellefteå AIK
2024-02-13,Luleå HF,IF Malmö Redhawks,5,2,2023-24,2023,"(1-0, 3-1, 1-1)",Luleå HF - IF Malmö Redhawks
2024-02-13,Skellefteå AIK,Leksands IF,2,1,2023-24,2023,"(2-1, 0-0, 0-0)",Skellefteå AIK - Leksands IF
2024-02-13,Färjestad BK,HV 71,5,2,2023-24,2023,"(1-1, 3-0, 1-1)",Färjestad BK - HV 71
2024-02-13,Örebro HK,MoDo Hockey,1,2,2023-24,2023,"(0-0, 0-2, 1-0)",Örebro HK - MoDo Hockey
2024-02-13,Frölunda HC,Timrå IK,3,2,2023-24,2023,"(0-1, 0-0, 2-1, 0-0, 1-0)",Frölunda HC - Timrå IK
2024-02-13,IK Oskarshamn,Linköping HC,3,5,2023-24,2023,"(0-3, 2-1, 1-1)",IK Oskarshamn - Linköping HC
2024-02-15,Timrå IK,IF Malmö Redhawks,3,2,2023-24,2023,"(0-1, 1-1, 1-0, 0-0, 1-0)",Timrå IK - IF Malmö Redhawks
2024-02-15,MoDo Hockey,IK Oskarshamn,3,1,2023-24,2023,"(1-0, 1-0, 1-1)",MoDo Hockey - IK Oskarshamn
2024-02-15,Leksands IF,Färjestad BK,1,4,2023-24,2023,"(1-1, 0-2, 0-1)",Leksands IF - Färjestad BK
2024-02-15,Linköping HC,Skellefteå AIK,2,3,2023-24,2023,"(0-0, 0-0, 2-2, 0-1)",Linköping HC - Skellefteå AIK
2024-02-15,Frölunda HC,Växjö Lakers HC,5,3,2023-24,2023,"(3-1, 0-1, 2-1)",Frölunda HC - Växjö Lakers HC
2024-02-15,HV 71,Luleå HF,3,2,2023-24,2023,"(0-0, 1-1, 2-1)",HV 71 - Luleå HF
2024-02-15,Rögle BK,Örebro HK,2,3,2023-24,2023,"(1-0, 0-2, 1-1)",Rögle BK - Örebro HK
2024-02-17,Linköping HC,Luleå HF,3,1,2023-24,2023,"(0-0, 1-0, 2-1)",Linköping HC - Luleå HF
2024-02-17,HV 71,Skellefteå AIK,1,4,2023-24,2023,"(0-2, 1-0, 0-2)",HV 71 - Skellefteå AIK
2024-02-17,IF Malmö Redhawks,Örebro HK,4,3,2023-24,2023,"(2-0, 0-2, 1-1, 0-0, 1-0)",IF Malmö Redhawks - Örebro HK
2024-02-17,MoDo Hockey,Timrå IK,7,1,2023-24,2023,"(2-0, 2-1, 3-0)",MoDo Hockey - Timrå IK
2024-02-17,IK Oskarshamn,Frölunda HC,1,2,2023-24,2023,"(1-0, 0-2, 0-0)",IK Oskarshamn - Frölunda HC
2024-02-17,Leksands IF,Växjö Lakers HC,1,6,2023-24,2023,"(0-2, 0-2, 1-2)",Leksands IF - Växjö Lakers HC
2024-02-17,Rögle BK,Färjestad BK,1,3,2023-24,2023,"(0-1, 0-1, 1-1)",Rögle BK - Färjestad BK
2024-02-22,Luleå HF,IK Oskarshamn,4,0,2023-24,2023,"(1-0, 2-0, 1-0)",Luleå HF - IK Oskarshamn
2024-02-22,MoDo Hockey,Skellefteå AIK,3,7,2023-24,2023,"(1-2, 1-3, 1-2)",MoDo Hockey - Skellefteå AIK
2024-02-22,Örebro HK,Leksands IF,2,1,2023-24,2023,"(0-0, 0-1, 1-0, 1-0)",Örebro HK - Leksands IF
2024-02-22,HV 71,Timrå IK,2,3,2023-24,2023,"(0-1, 2-2, 0-0)",HV 71 - Timrå IK
2024-02-22,Växjö Lakers HC,Färjestad BK,3,4,2023-24,2023,"(1-1, 1-0, 1-2, 0-0, 0-1)",Växjö Lakers HC - Färjestad BK
2024-02-22,Rögle BK,Frölunda HC,3,4,2023-24,2023,"(0-0, 1-2, 2-1, 0-1)",Rögle BK - Frölunda HC
2024-02-22,IF Malmö Redhawks,Linköping HC,1,3,2023-24,2023,"(0-3, 0-0, 1-0)",IF Malmö Redhawks - Linköping HC
2024-02-24,Timrå IK,Växjö Lakers HC,2,1,2023-24,2023,"(1-1, 1-0, 0-0)",Timrå IK - Växjö Lakers HC
2024-02-24,Leksands IF,Luleå HF,4,3,2023-24,2023,"(0-1, 3-2, 1-0)",Leksands IF - Luleå HF
2024-02-24,IF Malmö Redhawks,Rögle BK,2,3,2023-24,2023,"(1-1, 0-1, 1-1)",IF Malmö Redhawks - Rögle BK
2024-02-24,Skellefteå AIK,IK Oskarshamn,5,3,2023-24,2023,"(3-2, 0-0, 2-1)",Skellefteå AIK - IK Oskarshamn
2024-02-24,Färjestad BK,Örebro HK,4,3,2023-24,2023,"(2-2, 0-0, 1-1, 1-0)",Färjestad BK - Örebro HK
2024-02-24,Linköping HC,MoDo Hockey,2,3,2023-24,2023,"(0-0, 1-1, 1-1, 0-1)",Linköping HC - MoDo Hockey
2024-02-24,HV 71,Frölunda HC,2,1,2023-24,2023,"(0-0, 1-1, 0-0, 0-0, 1-0)",HV 71 - Frölunda HC
2024-02-27,Luleå HF,Skellefteå AIK,2,0,2023-24,2023,"(1-0, 0-0, 1-0)",Luleå HF - Skellefteå AIK
2024-02-27,Timrå IK,Örebro HK,2,3,2023-24,2023,"(1-1, 0-1, 1-0, 0-0, 0-1)",Timrå IK - Örebro HK
2024-02-27,MoDo Hockey,Växjö Lakers HC,3,4,2023-24,2023,"(1-1, 0-1, 2-1, 0-0, 0-1)",MoDo Hockey - Växjö Lakers HC
2024-02-27,Linköping HC,Färjestad BK,3,6,2023-24,2023,"(2-4, 0-0, 1-2)",Linköping HC - Färjestad BK
2024-02-27,Frölunda HC,IF Malmö Redhawks,1,4,2023-24,2023,"(0-0, 1-1, 0-3)",Frölunda HC - IF Malmö Redhawks
2024-02-27,IK Oskarshamn,Leksands IF,2,3,2023-24,2023,"(0-2, 2-0, 0-0, 0-1)",IK Oskarshamn - Leksands IF
2024-02-27,Rögle BK,HV 71,4,1,2023-24,2023,"(0-1, 3-0, 1-0)",Rögle BK - HV 71
2024-02-29,Skellefteå AIK,Rögle BK,3,1,2023-24,2023,"(1-0, 1-0, 1-1)",Skellefteå AIK - Rögle BK
2024-02-29,Leksands IF,Frölunda HC,3,0,2023-24,2023,"(1-0, 2-0, 0-0)",Leksands IF - Frölunda HC
